hpRemaining: 30.6 (2.756809750418044)
monstersKilled: 1.0 (0.0)
treasuresCollected: 1.0 (0.0)
potionsDrunk: 0.0 (0.0)
actionsTaken: 21.9 (1.1972189997378646)
tilesExplored: 21.1 (0.3162277660168379)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;31.0;32.0;28.0;34.0;27.0;35.0;27.0;32.0;30.0;30.0;
monstersKilled;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
treasuresCollected;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
potionsDrunk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
actionsTaken;22.0;22.0;20.0;23.0;21.0;24.0;23.0;21.0;22.0;21.0;
tilesExplored;21.0;21.0;21.0;21.0;21.0;21.0;22.0;21.0;21.0;21.0;

