hpRemaining: 18.2 (6.268084945889684)
monstersKilled: 3.0 (0.0)
treasuresCollected: 3.0 (0.0)
potionsDrunk: 0.8 (0.42163702135578396)
actionsTaken: 34.7 (4.321779468896786)
tilesExplored: 29.3 (2.359378449224852)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;25.0;18.0;19.0;16.0;9.0;16.0;21.0;23.0;8.0;27.0;
monstersKilled;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;
treasuresCollected;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;
potionsDrunk;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;
actionsTaken;35.0;33.0;35.0;40.0;26.0;39.0;34.0;39.0;30.0;36.0;
tilesExplored;30.0;29.0;31.0;31.0;25.0;30.0;31.0;31.0;25.0;30.0;

