hpRemaining: 27.2 (5.245103536738918)
monstersKilled: 2.1 (0.31622776601683794)
treasuresCollected: 0.3 (0.48304589153964794)
potionsDrunk: 0.8 (0.42163702135578396)
actionsTaken: 21.9 (1.4491376746189437)
tilesExplored: 21.2 (0.42163702135578396)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;31.0;29.0;15.0;25.0;24.0;30.0;27.0;33.0;32.0;26.0;
monstersKilled;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;
treasuresCollected;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;
potionsDrunk;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;
actionsTaken;23.0;25.0;22.0;22.0;23.0;21.0;21.0;21.0;20.0;21.0;
tilesExplored;21.0;21.0;21.0;22.0;22.0;21.0;21.0;21.0;21.0;21.0;

