hpRemaining: 12.5 (11.52051310585697)
monstersKilled: 4.3 (1.6363916944844774)
treasuresCollected: 2.6 (0.9660917830792959)
potionsDrunk: 1.4 (0.6992058987801011)
actionsTaken: 156.3 (85.85782822006777)
tilesExplored: 25.1 (9.36245456894481)
timesCompleted: 8
timesDied: 0
timesUncompleted: 2

hpRemaining;13.0;6.0;40.0;7.0;21.0;3.0;4.0;2.0;12.0;17.0;
monstersKilled;5.0;5.0;0.0;5.0;3.0;5.0;5.0;5.0;5.0;5.0;
treasuresCollected;3.0;3.0;0.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;
potionsDrunk;1.0;2.0;0.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;
actionsTaken;102.0;156.0;300.0;110.0;300.0;167.0;192.0;66.0;74.0;96.0;
tilesExplored;29.0;31.0;3.0;30.0;13.0;28.0;30.0;28.0;29.0;30.0;

