hpRemaining: 19.2 (5.43241300999023)
monstersKilled: 3.0 (0.0)
treasuresCollected: 0.0 (0.0)
potionsDrunk: 1.0 (0.0)
actionsTaken: 33.5 (2.5055493963954847)
tilesExplored: 25.0 (0.0)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;18.0;25.0;11.0;20.0;15.0;12.0;26.0;20.0;19.0;26.0;
monstersKilled;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;
treasuresCollected;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
potionsDrunk;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
actionsTaken;36.0;32.0;31.0;37.0;32.0;30.0;32.0;36.0;36.0;33.0;
tilesExplored;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;

